Entidad,Sexo,Edad,TrabajoAlMenos1Hora,TiempoTrabajoLV,TiempoTrabajoSD,TiempoTrasladoLV,TiempoTrasladoSD,Salario,PermisoEnfermedadMaternidadAccidente,PermisoVacaciones,DerechoJubilación,DerechoServiciosMedicos,TiempoDedicadoADormirLV,TiempoDedicadoADormirSD,TiempoDedicadoAComerLV,TiempoDedicadoAComerSD,TiempoDedicadoAAseoPersonalLV,TiempoDedicadoAAseoPersonalSD,TiempoDedicadoAActividadesEstudioLV,TiempoDedicadoAActividadesEstudioSD,TiempoDedicadoATrasladarEstudianteLV,TiempoDedicadoATrasladarEstudianteSD,QuehaceresDomésticosLV,QuehaceresDomésticosSD,TiempoGanaderíaAutoconsumoLV,TiempoGanaderíaAutoconsumoSD,TiempoActividadesRecolecciónLV,TiempoActividadesRecolecciónSD,TiempoAgriculturaAutoconsumoLV,TiempoAgriculturaAutoconsumoSD,TiempoConfecciónCaseraLV,TiempoConfecciónCaseraSD,TiempoMantenimientoHogarLV,TiempoMantenimientoHogarSD,TiempoComprasDelHogarLV,TiempoComprasDelHogarSD,TiempoTramitesPagosLV,TiempoTramitesPagosSD,TiempoOrganizaciónHogarLV,TiempoOrganizaciónHogarSD,TiempoMantenimientoHogarTercerosLV,TiempoMantenimientoHogarTercerosSD,TiempoCuidadosEspecialesOtraPersonaLV,TiempoCuidadosEspecialesOtraPersonaSD,TiempoCrianzaMenores0a5LV,TiempoCrianzaMenores0a5SD,TiempoCrianzaMenores0a14LV,TiempoCrianzaMenores0a14SD,TiempoAcompañamientoFamiliar15a59LV,TiempoAcompañamientoFamiliar15a59SD,TiempoAcompañamientoFamiliar60LV,TiempoAcompañamientoFamiliar60SD,TiempoApoyoOtroHogarLV,TiempoApoyoOtroHogarSD,TiempoVoluntariadoLV,TiempoVoluntariadoSD,TiempoActividadesRecreativasLV,TiempoActividadesRecreativasSD,TiempoAtenciónSaludLV,TiempoAtenciónSaludSD,SentimientoQuehaceresHogar,SentimientoEstudio,SentimientoTrabajo,SentimientoCuidadoApoyoFamiliares,SentimientoOcioConvivencia,SentimientoTraslado,SentimientoTramitesPagos,SentimientoVidaGeneral,SentimientoVidaFamiliar,SentimientoVidaAfectiva,SentimientoVidaSocial,SentimientoSituaciónEconómica,SentimientoVivienda,SentimientoFelicidadGeneral
15,Mujer,54,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,18.0,7.5,3.0,5.0,2.0,0.0,0.0,0.0,0.0,28.833333333333336,11.249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.833333333333334,9.0,0.0,0.0,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
25,Mujer,68,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,7.5,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Feliz
4,Mujer,80,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,50.0,20.0,5.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,5.5,0.0,5.0,2.0,3.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Feliz
23,Mujer,55,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,30.166666666666668,5.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,7.0,5.0,0.0,0.0,0.1666666666666666,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,2.5,0.0,54.5,24.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,10.166666666666666,9.333333333333334,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos feliz
5,Hombre,51,Si,30.0,24.0,1.6666666666666663,0.6666666666666666,780000.0,Si,Si,Si,Si,40.0,12.0,2.5,1.0,2.083333333333333,1.0833333333333333,0.0,0.0,0.0,0.0,2.083333333333333,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0833333333333333,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy Feliz
14,Hombre,60,Si,48.0,0.0,5.5,0.0,109200.0,No,No,No,No,40.0,15.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
10,Mujer,13,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,18.0,7.5,3.0,2.5,1.0,32.5,0.0,1.6666666666666663,0.0,4.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,0.0,0.0,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos feliz
3,Mujer,24,No,30.0,0.0,10.0,0.0,36400.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,29.416666666666668,12.583333333333334,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,69.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,1.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
19,Hombre,46,Si,60.0,24.0,5.0,2.0,52000.0,Si,No,No,No,30.0,10.0,2.5,1.0,3.333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333333333333,1.3333333333333333,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,Quisiera dedicarle menos tiempo,Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Poco satisfecho(a),Mas o menos satisfecho(a),Poco satisfecho(a),Muy Feliz
13,Mujer,32,Si,40.0,0.0,10.0,0.0,240000.0,Si,Si,Si,Si,35.0,14.0,2.5,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,8.666666666666668,3.6666666666666665,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.5,13.0,0.5,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Feliz
11,Mujer,60,Si,40.0,0.0,10.0,0.0,78000.0,No,No,No,No,40.0,16.0,10.0,4.0,5.0,2.5,0.0,0.0,0.0,0.0,10.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,10.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
23,Mujer,62,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,5.0,2.0,3.333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,31.250000000000004,14.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle menos tiempo,Poco satisfecho(a),Nada satisfecho(a),Poco satisfecho(a),Nada satisfecho(a),Nada satisfecho(a),Muy satisfecho(a),Mas o menos feliz
26,Hombre,26,Si,60.0,0.0,3.333333333333333,0.0,197600.0,Si,Si,Si,Si,30.0,20.0,3.75,2.333333333333333,5.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
4,Mujer,58,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,60.0,24.0,7.5,3.0,5.166666666666667,2.0,0.0,0.0,0.0,0.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,2.0,0.0,0.5,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.5,8.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos feliz
8,Mujer,37,No,5.0,3.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,48.5,3.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,5.0,1.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,16.0,5.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),No especificado,Satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
24,Mujer,53,No,12.0,0.0,0.0,0.0,18200.0,No especificado,No especificado,No especificado,No especificado,35.0,18.0,1.25,0.5,5.0,2.0,0.0,0.0,0.0,0.0,14.583333333333332,3.333333333333333,0.9166666666666666,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,33.25,12.0,0.0,0.0,30.0,16.0,1.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,5.25,2.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Feliz
25,Mujer,19,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,45.0,23.0,3.5,1.5,10.0,2.0,37.0,0.0,10.0,0.0,5.583333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,14.883333333333333,2.083333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.833333333333332,0.0,0.0,Esta bien el tiempo que le dedico,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Nada satisfecho(a),Poco satisfecho(a),Satisfecho(a),Mas o menos feliz
8,Mujer,72,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,51.833333333333336,10.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,56.0,27.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Muy satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
32,Mujer,21,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,38.0,14.0,7.5,3.0,10.166666666666666,4.0,0.0,0.0,0.0,0.0,34.56666666666667,12.883333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,50.0,20.0,40.833333333333336,16.166666666666668,0.1666666666666666,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,33.0,12.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Muy Feliz
25,Mujer,21,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,35.0,14.0,7.5,0.75,1.6666666666666663,0.6666666666666666,0.0,0.0,0.0,0.0,7.833333333333332,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,2.333333333333333,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333334,0.3333333333333333,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Poco satisfecho(a),Satisfecho(a),Muy satisfecho(a),Feliz
6,Mujer,33,Si,40.0,0.0,2.5,0.0,120000.0,Si,Si,Si,Si,25.0,20.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0833333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66666666666666,13.666666666666666,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
19,Hombre,23,No,7.0,0.0,0.1666666666666666,0.0,26000.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,7.5,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.833333333333334,3.333333333333333,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
28,Mujer,33,Si,40.0,8.0,1.6666666666666663,0.3333333333333333,67600.0,Si,Si,Si,Si,40.0,20.0,2.5,1.0,1.25,0.0,0.0,0.0,0.0,0.0,9.666666666666666,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1666666666666666,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,3.6666666666666665,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Muy satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
16,Mujer,42,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,20.0,8.0,4.5,3.0,5.0,2.0,0.0,0.0,0.0,0.0,56.91666666666666,13.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,10.0,4.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9.5,3.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Mas o menos satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Feliz
18,Hombre,55,Si,40.0,10.0,1.0,1.0,54000.0,No especificado,No especificado,No especificado,No especificado,30.0,12.0,5.0,1.3333333333333333,4.333333333333333,1.0,0.0,0.0,0.0,0.0,7.016666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666663,1.0,0.0,0.0,Quisiera dedicarle mas tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Muy satisfecho(a),Muy satisfecho(a),Muy satisfecho(a),Satisfecho(a),Mas o menos satisfecho(a),Muy satisfecho(a),Muy Feliz
8,Mujer,56,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,30.0,12.0,10.0,4.0,2.5,1.0,0.0,0.0,0.0,0.0,36.66666666666666,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,16.0,0.0,0.0,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Muy Feliz
29,Mujer,45,Si,25.0,5.0,2.5,0.5,41600.0,No especificado,No especificado,No especificado,No especificado,40.0,16.0,5.0,3.0,5.166666666666667,2.0,0.0,0.0,0.0,0.0,14.083333333333332,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,0.1666666666666666,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,26.5,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.333333333333334,7.833333333333333,0.0,0.0,Quisiera dedicarle menos tiempo,No aplica (no hizo la actividad),Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Mas o menos feliz
6,Mujer,15,No,0.0,0.0,0.0,0.0,0.0,No especificado,No especificado,No especificado,No especificado,50.0,22.0,3.75,0.0,5.0,2.0,33.666666666666664,0.0,3.333333333333333,0.0,4.916666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666666,2.0,0.0,0.0,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Satisfecho(a),Feliz
30,Hombre,24,Si,40.0,0.0,7.5,0.0,41600.0,No,No,No,No,35.0,14.0,2.5,1.0,2.5,1.0,3.0,9.0,0.0,2.0,8.416666666666666,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,11.0,0.0,0.0,Quisiera dedicarle mas tiempo,Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Esta bien el tiempo que le dedico,Esta bien el tiempo que le dedico,No aplica (no hizo la actividad),Mas o menos satisfecho(a),Poco satisfecho(a),Mas o menos satisfecho(a),Mas o menos satisfecho(a),Poco satisfecho(a),Poco satisfecho(a),Mas o menos feliz
